Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
ADVENTIST MEDICAL CENTER - REEDLEY,50192,CA,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ADVENTIST MEDICAL CENTER - REEDLEY,50192,CA,READM-30-PN-HRRP,Not Available,,0.9852,13.2393,13.438,Too Few to Report,1-Jul-12,30-Jun-15
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-COPD-HRRP,114,,1.0756,20.2682,18.8437,28,1-Jul-12,30-Jun-15
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-HF-HRRP,191,,1.0133,21.0421,20.7654,41,1-Jul-12,30-Jun-15
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-HIP-KNEE-HRRP,Not Available,,1.0591,5.1271,4.8412,Too Few to Report,1-Jul-12,30-Jun-15
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,READM-30-PN-HRRP,260,,0.9983,15.0323,15.0574,39,1-Jul-12,30-Jun-15
WASHINGTON HOSPITAL,50195,CA,READM-30-AMI-HRRP,191,,1.1891,21.6248,18.1865,52,1-Jul-12,30-Jun-15
WASHINGTON HOSPITAL,50195,CA,READM-30-CABG-HRRP,70,,1.1065,17.5493,15.8596,16,1-Jul-12,30-Jun-15
WASHINGTON HOSPITAL,50195,CA,READM-30-COPD-HRRP,329,,0.952,20.1652,21.1822,63,1-Jul-12,30-Jun-15
WASHINGTON HOSPITAL,50195,CA,READM-30-HF-HRRP,499,,1.0804,24.4671,22.6469,127,1-Jul-12,30-Jun-15
WASHINGTON HOSPITAL,50195,CA,READM-30-HIP-KNEE-HRRP,2183,,0.699,2.9262,4.1864,57,1-Jul-12,30-Jun-15
WASHINGTON HOSPITAL,50195,CA,READM-30-PN-HRRP,753,,1.1896,20.5545,17.2789,164,1-Jul-12,30-Jun-15
SEQUOIA HOSPITAL,50197,CA,READM-30-AMI-HRRP,Not Available,,0.9563,15.9214,16.6483,Too Few to Report,1-Jul-12,30-Jun-15
SEQUOIA HOSPITAL,50197,CA,READM-30-CABG-HRRP,Not Available,,0.8811,13.8354,15.7027,Too Few to Report,1-Jul-12,30-Jun-15
SEQUOIA HOSPITAL,50197,CA,READM-30-COPD-HRRP,Not Available,,0.9085,16.6394,18.3143,Too Few to Report,1-Jul-12,30-Jun-15
SEQUOIA HOSPITAL,50197,CA,READM-30-HF-HRRP,404,,0.8821,17.9324,20.33,65,1-Jul-12,30-Jun-15
SEQUOIA HOSPITAL,50197,CA,READM-30-HIP-KNEE-HRRP,373,,0.9297,3.863,4.1552,13,1-Jul-12,30-Jun-15
SEQUOIA HOSPITAL,50197,CA,READM-30-PN-HRRP,390,,1.0003,15.6373,15.6328,61,1-Jul-12,30-Jun-15
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-AMI-HRRP,150,,0.9958,17.5,17.5737,26,1-Jul-12,30-Jun-15
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-CABG-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-COPD-HRRP,308,,1.0064,19.9922,19.8657,62,1-Jul-12,30-Jun-15
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-HF-HRRP,339,,1.0569,24.0371,22.7423,85,1-Jul-12,30-Jun-15
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-HIP-KNEE-HRRP,Not Available,,0.994,4.8092,4.8383,Too Few to Report,1-Jul-12,30-Jun-15
PALMDALE REGIONAL MEDICAL CENTER,50204,CA,READM-30-PN-HRRP,328,,1.0723,19.8973,18.555,69,1-Jul-12,30-Jun-15
GLENDORA COMMUNITY HOSPITAL,50205,CA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GLENDORA COMMUNITY HOSPITAL,50205,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GLENDORA COMMUNITY HOSPITAL,50205,CA,READM-30-COPD-HRRP,Not Available,,0.9101,19.5544,21.4861,Too Few to Report,1-Jul-12,30-Jun-15
GLENDORA COMMUNITY HOSPITAL,50205,CA,READM-30-HF-HRRP,Not Available,,0.9477,22.9479,24.2147,Too Few to Report,1-Jul-12,30-Jun-15
GLENDORA COMMUNITY HOSPITAL,50205,CA,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GLENDORA COMMUNITY HOSPITAL,50205,CA,READM-30-PN-HRRP,167,,0.8564,17.5429,20.4854,21,1-Jul-12,30-Jun-15
ALAMEDA HOSPITAL,50211,CA,READM-30-AMI-HRRP,Not Available,,0.9966,18.476,18.5385,Too Few to Report,1-Jul-12,30-Jun-15
ALAMEDA HOSPITAL,50211,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ALAMEDA HOSPITAL,50211,CA,READM-30-COPD-HRRP,108,,0.9737,17.3249,17.7933,17,1-Jul-12,30-Jun-15
ALAMEDA HOSPITAL,50211,CA,READM-30-HF-HRRP,167,,1.0551,22.5469,21.3693,41,1-Jul-12,30-Jun-15
ALAMEDA HOSPITAL,50211,CA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9608,4.2298,4.4025,Too Few to Report,1-Jul-12,30-Jun-15
ALAMEDA HOSPITAL,50211,CA,READM-30-PN-HRRP,326,,1.1714,19.8456,16.9416,73,1-Jul-12,30-Jun-15
SHARP CHULA VISTA MEDICAL CENTER,50222,CA,READM-30-AMI-HRRP,121,,1.0599,17.8029,16.7965,25,1-Jul-12,30-Jun-15
SHARP CHULA VISTA MEDICAL CENTER,50222,CA,READM-30-CABG-HRRP,56,,1.138,18.2386,16.0268,15,1-Jul-12,30-Jun-15
SHARP CHULA VISTA MEDICAL CENTER,50222,CA,READM-30-COPD-HRRP,364,,0.9249,19.5696,21.158,66,1-Jul-12,30-Jun-15
SHARP CHULA VISTA MEDICAL CENTER,50222,CA,READM-30-HF-HRRP,675,,0.9926,22.8835,23.0531,154,1-Jul-12,30-Jun-15
SHARP CHULA VISTA MEDICAL CENTER,50222,CA,READM-30-HIP-KNEE-HRRP,137,,1.2044,6.0706,5.0403,12,1-Jul-12,30-Jun-15
SHARP CHULA VISTA MEDICAL CENTER,50222,CA,READM-30-PN-HRRP,515,,1.0149,18.1016,17.8352,94,1-Jul-12,30-Jun-15
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,50224,CA,READM-30-AMI-HRRP,299,,0.9016,14.0304,15.5622,36,1-Jul-12,30-Jun-15
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,50224,CA,READM-30-CABG-HRRP,138,,0.9773,13.6328,13.9498,18,1-Jul-12,30-Jun-15
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,50224,CA,READM-30-COPD-HRRP,435,,1.0026,20.6499,20.5972,90,1-Jul-12,30-Jun-15
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,50224,CA,READM-30-HF-HRRP,471,,0.9262,19.4544,21.0036,87,1-Jul-12,30-Jun-15
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,50224,CA,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,50224,CA,READM-30-PN-HRRP,1376,,0.9632,16.9299,17.5776,231,1-Jul-12,30-Jun-15
FEATHER RIVER HOSPITAL,50225,CA,READM-30-AMI-HRRP,95,,0.9251,17.5055,18.9224,12,1-Jul-12,30-Jun-15
FEATHER RIVER HOSPITAL,50225,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
FEATHER RIVER HOSPITAL,50225,CA,READM-30-COPD-HRRP,148,,1.0068,20.6364,20.4964,31,1-Jul-12,30-Jun-15
FEATHER RIVER HOSPITAL,50225,CA,READM-30-HF-HRRP,296,,0.8775,19.9177,22.6988,51,1-Jul-12,30-Jun-15
FEATHER RIVER HOSPITAL,50225,CA,READM-30-HIP-KNEE-HRRP,430,,0.9362,4.2516,4.5415,17,1-Jul-12,30-Jun-15
FEATHER RIVER HOSPITAL,50225,CA,READM-30-PN-HRRP,787,,0.976,16.9317,17.3483,132,1-Jul-12,30-Jun-15
AHMC ANAHEIM REGIONAL MEDICAL CENTER,50226,CA,READM-30-AMI-HRRP,114,,1.0739,19.8602,18.493,27,1-Jul-12,30-Jun-15
AHMC ANAHEIM REGIONAL MEDICAL CENTER,50226,CA,READM-30-CABG-HRRP,Not Available,,0.9546,16.341,17.1188,Too Few to Report,1-Jul-12,30-Jun-15
AHMC ANAHEIM REGIONAL MEDICAL CENTER,50226,CA,READM-30-COPD-HRRP,240,,1.0697,22.2438,20.7947,58,1-Jul-12,30-Jun-15
AHMC ANAHEIM REGIONAL MEDICAL CENTER,50226,CA,READM-30-HF-HRRP,378,,0.9807,21.7471,22.1741,81,1-Jul-12,30-Jun-15
AHMC ANAHEIM REGIONAL MEDICAL CENTER,50226,CA,READM-30-HIP-KNEE-HRRP,Not Available,,1.083,6.1994,5.724,Too Few to Report,1-Jul-12,30-Jun-15
AHMC ANAHEIM REGIONAL MEDICAL CENTER,50226,CA,READM-30-PN-HRRP,356,,0.9379,16.9501,18.0718,57,1-Jul-12,30-Jun-15
SAN FRANCISCO GENERAL HOSPITAL,50228,CA,READM-30-AMI-HRRP,Not Available,,0.979,15.2634,15.5906,Too Few to Report,1-Jul-12,30-Jun-15
SAN FRANCISCO GENERAL HOSPITAL,50228,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SAN FRANCISCO GENERAL HOSPITAL,50228,CA,READM-30-COPD-HRRP,95,,1.021,19.5979,19.1945,20,1-Jul-12,30-Jun-15
SAN FRANCISCO GENERAL HOSPITAL,50228,CA,READM-30-HF-HRRP,166,,1.061,22.4974,21.2049,41,1-Jul-12,30-Jun-15
SAN FRANCISCO GENERAL HOSPITAL,50228,CA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9776,4.3865,4.4868,Too Few to Report,1-Jul-12,30-Jun-15
SAN FRANCISCO GENERAL HOSPITAL,50228,CA,READM-30-PN-HRRP,197,,1.1587,18.0003,15.5344,43,1-Jul-12,30-Jun-15
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-AMI-HRRP,67,,1.0283,22.7568,22.1301,17,1-Jul-12,30-Jun-15
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-COPD-HRRP,94,,1.0024,21.098,21.0468,20,1-Jul-12,30-Jun-15
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-HF-HRRP,121,,0.9811,23.3129,23.7611,27,1-Jul-12,30-Jun-15
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GARDEN GROVE HOSPITAL & MEDICAL CENTER,50230,CA,READM-30-PN-HRRP,376,,0.9305,17.4976,18.8044,62,1-Jul-12,30-Jun-15
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-AMI-HRRP,148,,0.9682,16.8415,17.3945,23,1-Jul-12,30-Jun-15
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-CABG-HRRP,Not Available,,1.004,14.2868,14.2295,Too Few to Report,1-Jul-12,30-Jun-15
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-COPD-HRRP,188,,0.9953,20.9129,21.0108,39,1-Jul-12,30-Jun-15
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-HF-HRRP,359,,1.0177,23.6457,23.2334,86,1-Jul-12,30-Jun-15
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-HIP-KNEE-HRRP,Not Available,,0.8746,3.992,4.5646,Too Few to Report,1-Jul-12,30-Jun-15
POMONA VALLEY HOSPITAL MEDICAL CENTER,50231,CA,READM-30-PN-HRRP,392,,1.0353,20.6875,19.9824,83,1-Jul-12,30-Jun-15
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-AMI-HRRP,311,,0.7977,11.4668,14.3756,23,1-Jul-12,30-Jun-15
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-CABG-HRRP,98,,1.0153,13.7484,13.5414,14,1-Jul-12,30-Jun-15
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-COPD-HRRP,108,,0.9164,17.3169,18.8968,13,1-Jul-12,30-Jun-15
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-HF-HRRP,229,,0.9051,17.8708,19.7435,35,1-Jul-12,30-Jun-15
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-HIP-KNEE-HRRP,609,,0.905,3.5987,3.9764,20,1-Jul-12,30-Jun-15
FRENCH HOSPITAL MEDICAL CENTER,50232,CA,READM-30-PN-HRRP,294,,0.8688,14.3199,16.4828,35,1-Jul-12,30-Jun-15
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-COPD-HRRP,Not Available,,0.964,17.1586,17.7993,Too Few to Report,1-Jul-12,30-Jun-15
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-HF-HRRP,52,,1.0327,21.2435,20.5717,13,1-Jul-12,30-Jun-15
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-HIP-KNEE-HRRP,Not Available,,0.7649,3.1674,4.1411,Too Few to Report,1-Jul-12,30-Jun-15
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,READM-30-PN-HRRP,Not Available,,0.8897,15.342,17.2436,Too Few to Report,1-Jul-12,30-Jun-15
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-AMI-HRRP,198,,1.0686,16.2397,15.1977,36,1-Jul-12,30-Jun-15
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-CABG-HRRP,Not Available,,0.9713,13.8568,14.2662,Too Few to Report,1-Jul-12,30-Jun-15
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-COPD-HRRP,473,,1.006,20.6325,20.5089,98,1-Jul-12,30-Jun-15
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-HF-HRRP,686,,1.0071,22.2387,22.0812,153,1-Jul-12,30-Jun-15
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-HIP-KNEE-HRRP,353,,0.948,5.1164,5.397,17,1-Jul-12,30-Jun-15
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,READM-30-PN-HRRP,795,,1.1838,21.3739,18.056,179,1-Jul-12,30-Jun-15
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-AMI-HRRP,64,,1.0342,20.2257,19.5565,15,1-Jul-12,30-Jun-15
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-COPD-HRRP,230,,1.0292,22.6092,21.9681,54,1-Jul-12,30-Jun-15
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-HF-HRRP,210,,0.9297,20.7039,22.269,39,1-Jul-12,30-Jun-15
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-HIP-KNEE-HRRP,Not Available,,1.1204,5.4866,4.897,Too Few to Report,1-Jul-12,30-Jun-15
SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,50236,CA,READM-30-PN-HRRP,343,,1.1312,21.6532,19.1412,81,1-Jul-12,30-Jun-15
METHODIST HOSPITAL OF SOUTHERN CA,50238,CA,READM-30-AMI-HRRP,233,,0.972,17.4664,17.9689,39,1-Jul-12,30-Jun-15
METHODIST HOSPITAL OF SOUTHERN CA,50238,CA,READM-30-CABG-HRRP,Not Available,,0.9312,14.197,15.2457,Too Few to Report,1-Jul-12,30-Jun-15
METHODIST HOSPITAL OF SOUTHERN CA,50238,CA,READM-30-COPD-HRRP,406,,0.9238,20.043,21.696,76,1-Jul-12,30-Jun-15
METHODIST HOSPITAL OF SOUTHERN CA,50238,CA,READM-30-HF-HRRP,521,,1.0118,22.1245,21.8661,116,1-Jul-12,30-Jun-15
METHODIST HOSPITAL OF SOUTHERN CA,50238,CA,READM-30-HIP-KNEE-HRRP,354,,0.9585,4.7542,4.96,16,1-Jul-12,30-Jun-15
METHODIST HOSPITAL OF SOUTHERN CA,50238,CA,READM-30-PN-HRRP,1167,,0.913,17.0338,18.658,194,1-Jul-12,30-Jun-15
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-AMI-HRRP,265,,1.0845,19.654,18.1233,57,1-Jul-12,30-Jun-15
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-CABG-HRRP,68,,1.0161,16.7788,16.5123,12,1-Jul-12,30-Jun-15
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-COPD-HRRP,370,,0.9683,20.5919,21.2663,74,1-Jul-12,30-Jun-15
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-HF-HRRP,642,,1.1184,27.2134,24.3333,182,1-Jul-12,30-Jun-15
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-HIP-KNEE-HRRP,494,,1.0912,6.93,6.3511,36,1-Jul-12,30-Jun-15
GLENDALE ADVENTIST MEDICAL CENTER,50239,CA,READM-30-PN-HRRP,983,,1.2725,23.5812,18.5314,245,1-Jul-12,30-Jun-15
DOMINICAN HOSPITAL,50242,CA,READM-30-AMI-HRRP,276,,0.8676,12.2983,14.1753,26,1-Jul-12,30-Jun-15
DOMINICAN HOSPITAL,50242,CA,READM-30-CABG-HRRP,Not Available,,0.9399,12.9259,13.7527,Too Few to Report,1-Jul-12,30-Jun-15
DOMINICAN HOSPITAL,50242,CA,READM-30-COPD-HRRP,251,,1.025,18.0825,17.6408,47,1-Jul-12,30-Jun-15
DOMINICAN HOSPITAL,50242,CA,READM-30-HF-HRRP,534,,0.9383,17.9334,19.1135,92,1-Jul-12,30-Jun-15
DOMINICAN HOSPITAL,50242,CA,READM-30-HIP-KNEE-HRRP,Not Available,,0.8556,3.6155,4.2255,Too Few to Report,1-Jul-12,30-Jun-15
DOMINICAN HOSPITAL,50242,CA,READM-30-PN-HRRP,513,,0.9242,13.0347,14.1037,63,1-Jul-12,30-Jun-15
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-AMI-HRRP,281,,1.1697,17.3885,14.8663,58,1-Jul-12,30-Jun-15
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-CABG-HRRP,52,,1.0934,15.0612,13.7744,11,1-Jul-12,30-Jun-15
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-COPD-HRRP,228,,1.0215,19.5562,19.145,46,1-Jul-12,30-Jun-15
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-HF-HRRP,272,,0.9552,20.5158,21.4779,53,1-Jul-12,30-Jun-15
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9035,4.0211,4.4508,Too Few to Report,1-Jul-12,30-Jun-15
DESERT REGIONAL MEDICAL CENTER,50243,CA,READM-30-PN-HRRP,329,,1.1598,18.6363,16.068,69,1-Jul-12,30-Jun-15
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-COPD-HRRP,Not Available,,0.9512,16.4044,17.2467,Too Few to Report,1-Jul-12,30-Jun-15
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-HF-HRRP,116,,1.0592,23.5595,22.2418,31,1-Jul-12,30-Jun-15
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,READM-30-PN-HRRP,126,,0.9537,17.037,17.8637,19,1-Jul-12,30-Jun-15
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-COPD-HRRP,65,,1.0338,19.6554,19.0119,15,1-Jul-12,30-Jun-15
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-HF-HRRP,Not Available,,0.9322,20.1439,21.6091,Too Few to Report,1-Jul-12,30-Jun-15
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-HIP-KNEE-HRRP,Not Available,,1.1127,3.7188,3.3422,Too Few to Report,1-Jul-12,30-Jun-15
NATIVIDAD MEDICAL CENTER,50248,CA,READM-30-PN-HRRP,93,,1.0047,14.8003,14.7307,14,1-Jul-12,30-Jun-15
MARSHALL MEDICAL CENTER,50254,CA,READM-30-AMI-HRRP,Not Available,,0.983,17.4557,17.7582,Too Few to Report,1-Jul-12,30-Jun-15
MARSHALL MEDICAL CENTER,50254,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MARSHALL MEDICAL CENTER,50254,CA,READM-30-COPD-HRRP,233,,1.0349,20.8986,20.1929,51,1-Jul-12,30-Jun-15
MARSHALL MEDICAL CENTER,50254,CA,READM-30-HF-HRRP,298,,0.9011,19.223,21.3333,51,1-Jul-12,30-Jun-15
MARSHALL MEDICAL CENTER,50254,CA,READM-30-HIP-KNEE-HRRP,252,,1.1072,5.1588,4.6594,15,1-Jul-12,30-Jun-15
MARSHALL MEDICAL CENTER,50254,CA,READM-30-PN-HRRP,694,,0.9771,16.309,16.6914,112,1-Jul-12,30-Jun-15
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-AMI-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-COPD-HRRP,47,,1.0878,21.8164,20.0553,16,1-Jul-12,30-Jun-15
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-HF-HRRP,Not Available,,1.019,21.8173,21.4104,Too Few to Report,1-Jul-12,30-Jun-15
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GOOD SAMARITAN HOSPITAL,50257,CA,READM-30-PN-HRRP,50,,1.0252,19.3714,18.8947,11,1-Jul-12,30-Jun-15
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-AMI-HRRP,84,,1.1323,20.6028,18.195,25,1-Jul-12,30-Jun-15
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-COPD-HRRP,304,,1.052,18.3292,17.4236,59,1-Jul-12,30-Jun-15
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-HF-HRRP,257,,1.0741,22.7946,21.2219,63,1-Jul-12,30-Jun-15
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9581,4.5963,4.7976,Too Few to Report,1-Jul-12,30-Jun-15
SIERRA VIEW MEDICAL CENTER,50261,CA,READM-30-PN-HRRP,407,,0.9879,15.6302,15.8212,63,1-Jul-12,30-Jun-15
RONALD REAGAN U C L A MEDICAL CENTER,50262,CA,READM-30-AMI-HRRP,221,,1.0834,18.2015,16.7997,45,1-Jul-12,30-Jun-15
RONALD REAGAN U C L A MEDICAL CENTER,50262,CA,READM-30-CABG-HRRP,101,,1.091,17.5978,16.1296,21,1-Jul-12,30-Jun-15
RONALD REAGAN U C L A MEDICAL CENTER,50262,CA,READM-30-COPD-HRRP,81,,1.0217,22.8522,22.3662,20,1-Jul-12,30-Jun-15
RONALD REAGAN U C L A MEDICAL CENTER,50262,CA,READM-30-HF-HRRP,338,,1.0789,26.0695,24.1638,93,1-Jul-12,30-Jun-15
RONALD REAGAN U C L A MEDICAL CENTER,50262,CA,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
RONALD REAGAN U C L A MEDICAL CENTER,50262,CA,READM-30-PN-HRRP,346,,1.1295,22.3465,19.7847,84,1-Jul-12,30-Jun-15
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-AMI-HRRP,Not Available,,0.9419,15.6875,16.655,Too Few to Report,1-Jul-12,30-Jun-15
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-COPD-HRRP,118,,0.9583,17.6037,18.3703,18,1-Jul-12,30-Jun-15
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-HF-HRRP,103,,1.0101,19.8032,19.6056,21,1-Jul-12,30-Jun-15
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-HIP-KNEE-HRRP,347,,1.0004,4.3203,4.3185,15,1-Jul-12,30-Jun-15
REDLANDS COMMUNITY HOSPITAL,50272,CA,READM-30-PN-HRRP,312,,0.878,14.6164,16.6468,39,1-Jul-12,30-Jun-15
